"OBJECTID";"ADDRESS";"settlement";"street";"building_n";"geocoded";"ID";"POINT_X";"POINT_Y";"NEAR_FID";"NEAR_DIST";"NEAR_X";"NEAR_Y"
1;"Москва, Пятницкая ул, д.47, стр.4";" ";" ";" ";"Россия, Москва, Пятницкая улица, 47с4";7456;37,628873;55,736887;1033;0,001899;37,629695;55,735176
2;"Москва, Садовническая ул, д.53";" ";" ";" ";"Россия, Москва, Садовническая улица, 53";7457;37,639734;55,742366;1632;0,002681;37,639775;55,739686
3;"Москва, Старомонетный пер, д.11";" ";" ";" ";"Россия, Москва, Старомонетный переулок, 11";7458;37,618426;55,741114;242;0,004129;37,618077;55,737000
4;"Москва, 1-й Монетчиковский пер, д.8";" ";" ";" ";"Россия, Москва, 1-й Монетчиковский переулок, 8";7459;37,628469;55,732484;1033;0,002958;37,629695;55,735176
5;"Москва, 1-й Новокузнецкий пер, д.10, стр.1";" ";" ";" ";"Россия, Москва, 1-й Новокузнецкий переулок, 10с1";7460;37,631378;55,735059;1033;0,001688;37,629695;55,735176
6;"Москва, 1-й Новокузнецкий пер, д.11";" ";" ";" ";"Россия, Москва, 1-й Новокузнецкий переулок, 11";7461;37,631163;55,734794;1033;0,001517;37,629695;55,735176
7;"Москва, 1-й Новокузнецкий пер, д.13";" ";" ";" ";"Россия, Москва, 1-й Новокузнецкий переулок, 13";7462;37,630751;55,734657;1033;0,001176;37,629695;55,735176
8;"Москва, 1-й Новокузнецкий пер, д.5-7";" ";" ";" ";"Россия, Москва, 1-й Новокузнецкий переулок, 5-7";7463;37,632305;55,734678;1634;0,002095;37,634393;55,734853
9;"Москва, 2-й Кадашёвский пер, д.16, стр.1";" ";" ";" ";"Россия, Москва, 2-й Кадашевский переулок, 16с1";7464;37,621901;55,743745;1493;0,000687;37,621435;55,744250
10;"Москва, 2-й Монетчиковский пер, д.2/12";" ";" ";" ";"Россия, Москва, 2-й Монетчиковский переулок, 2/12";7465;37,628926;55,731712;1033;0,003547;37,629695;55,735176
11;"Москва, 2-й Раушский пер, д.3";" ";" ";" ";"Россия, Москва, 2-й Раушский переулок, 3";7466;37,634685;55,746754;1024;0,003986;37,637190;55,743654
12;"Москва, 3-й Кадашёвский пер, д.4";" ";" ";" ";"Россия, Москва, 3-й Кадашевский переулок, 4";7467;37,624201;55,742406;558;0,001996;37,626074;55,743102
13;"Москва, 3-й Кадашёвский пер, д.5, стр.1";" ";" ";" ";"Россия, Москва, 3-й Кадашевский переулок, 5с1";7468;37,623635;55,741911;22;0,002670;37,626287;55,742235
14;"Москва, 3-й Кадашёвский пер, д.5, стр.5";" ";" ";" ";"Россия, Москва, 3-й Кадашевский переулок, 5с5";7469;37,623752;55,741597;22;0,002613;37,626287;55,742235
15;"Москва, 3-й Кадашёвский пер, д.6/13, стр.1";" ";" ";" ";"Россия, Москва, 3-й Кадашевский переулок, 6/13с1";7470;37,622665;55,742119;1493;0,002461;37,621435;55,744250
16;"Москва, 3-й Монетчиковский пер, д.10/1";" ";" ";" ";"Россия, Москва, 3-й Монетчиковский переулок, 10/1";7471;37,629071;55,732083;1033;0,003155;37,629695;55,735176
17;"Москва, 3-й Монетчиковский пер, д.15";" ";" ";" ";"Россия, Москва, 3-й Монетчиковский переулок, 15";7472;37,629987;55,731470;1033;0,003717;37,629695;55,735176
18;"Москва, 3-й Монетчиковский пер, д.17";" ";" ";" ";"Россия, Москва, 3-й Монетчиковский переулок, 17";7473;37,629816;55,731074;1033;0,004102;37,629695;55,735176
19;"Москва, 4-й Монетчиковский пер, д.1/6, стр.1";" ";" ";" ";"Россия, Москва, 4-й Монетчиковский переулок, 1/6с1";7474;37,631756;55,733148;1633;0,002777;37,634133;55,731710
20;"Москва, 4-й Монетчиковский пер, д.1/6, стр.3";" ";" ";" ";"Россия, Москва, 4-й Монетчиковский переулок, 1/6с3";7475;37,630875;55,732879;1033;0,002582;37,629695;55,735176
21;"Москва, 4-й Монетчиковский пер, д.9, стр.1";" ";" ";" ";"Россия, Москва, 4-й Монетчиковский переулок, 9с1";7476;37,629816;55,732742;1033;0,002437;37,629695;55,735176
22;"Москва, 5-й Монетчиковский пер, д.13";" ";" ";" ";"Россия, Москва, 5-й Монетчиковский переулок, 13";7477;37,630122;55,731814;1033;0,003388;37,629695;55,735176
23;"Москва, 5-й Монетчиковский пер, д.14";" ";" ";" ";"Россия, Москва, 5-й Монетчиковский переулок, 14";7478;37,630929;55,732347;1033;0,003086;37,629695;55,735176
24;"Москва, 5-й Монетчиковский пер, д.16";" ";" ";" ";"Россия, Москва, 5-й Монетчиковский переулок, 16";7479;37,630507;55,732326;1033;0,002962;37,629695;55,735176
25;"Москва, 5-й Монетчиковский пер, д.18";" ";" ";" ";"Россия, Москва, 5-й Монетчиковский переулок, 18";7480;37,630301;55,732300;1033;0,002938;37,629695;55,735176
26;"Москва, 5-й Монетчиковский пер, д.20, стр.1";" ";" ";" ";"Россия, Москва, 5-й Монетчиковский переулок, 20с1";7481;37,630050;55,732230;1033;0,002967;37,629695;55,735176
27;"Москва, 5-й Монетчиковский пер, д.20, стр.3";" ";" ";" ";"Россия, Москва, 5-й Монетчиковский переулок, 20с3";7482;37,630005;55,732413;1033;0,002780;37,629695;55,735176
28;"Москва, 5-й Монетчиковский пер, д.6, стр.1";" ";" ";" ";"Россия, Москва, 5-й Монетчиковский переулок, 6с1";7483;37,633229;55,732722;1633;0,001356;37,634133;55,731710
29;"Москва, 5-й Монетчиковский пер, д.8/10";" ";" ";" ";"Россия, Москва, 5-й Монетчиковский переулок, 8/10";7484;37,632241;55,732655;1633;0,002114;37,634133;55,731710
30;"Москва, 6-й Монетчиковский пер, д.15/17";" ";" ";" ";"Россия, Москва, 6-й Монетчиковский переулок, 15/17";7485;37,633419;55,731926;1633;0,000745;37,634133;55,731710
31;"Москва, 6-й Монетчиковский пер, д.19";" ";" ";" ";"Россия, Москва, 6-й Монетчиковский переулок, 19";7486;37,633463;55,731565;1633;0,000684;37,634133;55,731710
32;"Москва, 6-й Монетчиковский пер, д.5";" ";" ";" ";"Россия, Москва, 6-й Монетчиковский переулок, 5";7487;37,632583;55,733476;1634;0,002273;37,634393;55,734853
33;"Москва, Большая Ордынка ул, д.11/6, стр.1";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 11/6с1";7488;37,625396;55,744038;558;0,001155;37,626074;55,743102
34;"Москва, Большая Ордынка ул, д.11/6, стр.2";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 11/6с2";7489;37,625629;55,744256;558;0,001237;37,626074;55,743102
35;"Москва, Большая Ордынка ул, д.13/9, стр.1";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 13/9";7490;37,625487;55,743796;558;0,000908;37,626074;55,743102
36;"Москва, Большая Ордынка ул, д.17, стр.1";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 17с1";7491;37,625576;55,742290;22;0,000713;37,626287;55,742235
37;"Москва, Большая Ордынка ул, д.31/12, стр.1";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 31/12с1";7492;37,624921;55,737927;2030;0,001083;37,623996;55,737363
38;"Москва, Большая Ордынка ул, д.31/12, стр.2";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 31/12с2";7493;37,625378;55,737546;2030;0,001395;37,623996;55,737363
39;"Москва, Большая Ордынка ул, д.51";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 51";7494;37,624687;55,733704;696;0,003554;37,621741;55,735694
40;"Москва, Большая Ордынка ул, д.67";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 67";7495;37,624409;55,731129;1060;0,003823;37,626743;55,728101
41;"Москва, Большая Ордынка ул, д.7";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 7";7496;37,624921;55,744727;558;0,001993;37,626074;55,743102
42;"Москва, Большая Ордынка ул, д.9/4, стр.1";" ";" ";" ";"Россия, Москва, улица Большая Ордынка, 9/4с1";7497;37,625081;55,744399;558;0,001632;37,626074;55,743102
43;"Москва, Большая Полянка ул, д.1/3";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 1/3";7498;37,616629;55,742220;1493;0,005217;37,621435;55,744250
44;"Москва, Большая Полянка ул, д.28, корп.1";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 28к1";7499;37,618641;55,735631;242;0,001480;37,618077;55,737000
45;"Москва, Большая Полянка ул, д.28, корп.2";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 28к2";7500;37,618335;55,735272;242;0,001747;37,618077;55,737000
46;"Москва, Большая Полянка ул, д.28, стр.16";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 28с17";7501;37,618982;55,735064;242;0,002137;37,618077;55,737000
47;"Москва, Большая Полянка ул, д.28, стр.17";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 28с17";7502;37,618982;55,735064;242;0,002137;37,618077;55,737000
48;"Москва, Большая Полянка ул, д.28, стр.3";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 28с5";7503;37,617832;55,735495;242;0,001524;37,618077;55,737000
49;"Москва, Большая Полянка ул, д.28, стр.4";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 28с5";7504;37,617832;55,735495;242;0,001524;37,618077;55,737000
50;"Москва, Большая Полянка ул, д.3/9";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 3/9";7505;37,616782;55,741227;242;0,004420;37,618077;55,737000
51;"Москва, Большая Полянка ул, д.35, стр.1";" ";" ";" ";"Россия, Москва, улица Большая Полянка, 35с1";7506;37,620429;55,735905;696;0,001328;37,621741;55,735694
52;"Москва, Большая Якиманка ул, д.26";" ";" ";" ";"Россия, Москва, улица Большая Якиманка, 26";7507;37,612551;55,735839;2053;0,001406;37,611220;55,735384
53;"Москва, Большой Овчинниковский пер, д.10";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 10";7508;37,632116;55,743776;1024;0,005075;37,637190;55,743654
54;"Москва, Большой Овчинниковский пер, д.12, стр.1";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 12с1";7509;37,631396;55,744069;558;0,005410;37,626074;55,743102
55;"Москва, Большой Овчинниковский пер, д.12, стр.2";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 12с2";7510;37,631766;55,744054;1024;0,005438;37,637190;55,743654
56;"Москва, Большой Овчинниковский пер, д.17";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 17";7511;37,630327;55,743395;22;0,004204;37,626287;55,742235
57;"Москва, Большой Овчинниковский пер, д.17, стр.3";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 17с3";7512;37,630624;55,743263;22;0,004458;37,626287;55,742235
58;"Москва, Большой Овчинниковский пер, д.20";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 20";7513;37,629582;55,743740;558;0,003566;37,626074;55,743102
59;"Москва, Большой Овчинниковский пер, д.22, стр.1";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 22с1";7514;37,628819;55,743947;558;0,002872;37,626074;55,743102
60;"Москва, Большой Овчинниковский пер, д.22, стр.3";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 22с3";7515;37,628962;55,743866;558;0,002988;37,626074;55,743102
61;"Москва, Большой Овчинниковский пер, д.24, стр.1";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 24с1";7516;37,628774;55,744104;558;0,002880;37,626074;55,743102
62;"Москва, Большой Овчинниковский пер, д.24, стр.15";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 24с6";7517;37,629107;55,744038;558;0,003174;37,626074;55,743102
63;"Москва, Большой Овчинниковский пер, д.24, стр.2";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 24с1";7518;37,628774;55,744104;558;0,002880;37,626074;55,743102
64;"Москва, Большой Овчинниковский пер, д.24, стр.4";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 24с4";7519;37,629914;55,744256;558;0,004010;37,626074;55,743102
65;"Москва, Большой Овчинниковский пер, д.24, стр.5";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 24с5";7520;37,629754;55,744084;558;0,003809;37,626074;55,743102
66;"Москва, Большой Овчинниковский пер, д.24, стр.6";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 24с6";7521;37,629107;55,744038;558;0,003174;37,626074;55,743102
67;"Москва, Большой Овчинниковский пер, д.26, стр.2";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 26с2";7522;37,628675;55,744485;558;0,002946;37,626074;55,743102
68;"Москва, Большой Овчинниковский пер, д.26, стр.3";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 26с3";7523;37,629008;55,744556;558;0,003274;37,626074;55,743102
69;"Москва, Большой Овчинниковский пер, д.26, стр.4";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 26с4";7524;37,629312;55,744413;558;0,003494;37,626074;55,743102
70;"Москва, Большой Овчинниковский пер, д.26, стр.5";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 26с5";7525;37,629061;55,744722;558;0,003399;37,626074;55,743102
71;"Москва, Большой Овчинниковский пер, д.26, стр.6";" ";" ";" ";"Россия, Москва, Большой Овчинниковский переулок, 26с6";7526;37,629276;55,744915;558;0,003681;37,626074;55,743102
72;"Москва, Большой Толмачёвский пер, д.4";" ";" ";" ";"Россия, Москва, Большой Толмачевский переулок, 4";7527;37,623474;55,740881;22;0,003121;37,626287;55,742235
73;"Москва, Валовая ул, д.10";" ";" ";" ";"Россия, Москва, Валовая улица, 10";7528;37,631756;55,731271;1633;0,002416;37,634133;55,731710
74;"Москва, Валовая ул, д.11/19";" ";" ";" ";"Россия, Москва, Валовая улица, 11/19";7529;37,632430;55,730217;464;0,002090;37,632768;55,728155
75;"Москва, Валовая ул, д.2-4/44, стр.1";" ";" ";" ";"Россия, Москва, Валовая улица, 2-4/44с3";7530;37,635187;55,731085;1633;0,001226;37,634133;55,731710
76;"Москва, Валовая ул, д.20";" ";" ";" ";"Россия, Москва, Валовая улица, 20";7531;37,629977;55,730710;464;0,003783;37,632768;55,728155
77;"Москва, Валовая ул, д.21, корп.125";" ";" ";" ";"Россия, Москва, Валовая улица, 21к125";7532;37,630939;55,730066;464;0,002645;37,632768;55,728155
78;"Москва, Валовая ул, д.6";" ";" ";" ";"Россия, Москва, Валовая улица, 6";7533;37,633985;55,731074;1633;0,000652;37,634133;55,731710
79;"Москва, Валовая ул, д.8/18";" ";" ";" ";"Россия, Москва, Валовая улица, 8/18";7534;37,631558;55,730826;1633;0,002721;37,634133;55,731710
80;"Москва, Валовая ул, д.8/18, стр.2";" ";" ";" ";"Россия, Москва, Валовая улица, 8/18с2";7535;37,630345;55,730892;464;0,003654;37,632768;55,728155
81;"Москва, Вишняковский пер, д.10, стр.1";" ";" ";" ";"Россия, Москва, 1-й Вешняковский проезд, 8";7536;37,791719;55,722983;883;0,001567;37,790227;55,723460
82;"Москва, Вишняковский пер, д.10, стр.2";" ";" ";" ";"Россия, Москва, Вишняковский переулок, 10с2";7537;37,629995;55,736588;1033;0,001444;37,629695;55,735176
83;"Москва, Вишняковский пер, д.23";" ";" ";" ";"Россия, Москва, Вишняковский переулок, 23";7538;37,630390;55,735615;1033;0,000823;37,629695;55,735176
84;"Москва, Вишняковский пер, д.23-25";" ";" ";" ";"Россия, Москва, Вишняковский переулок, 23-25";7539;37,629718;55,735696;1033;0,000521;37,629695;55,735176
85;"Москва, Вишняковский пер, д.27";" ";" ";" ";"Россия, Москва, Вишняковский переулок, 27";7540;37,628764;55,735423;1033;0,000962;37,629695;55,735176
86;"Москва, Вишняковский пер, д.4";" ";" ";" ";"Россия, Москва, Вишняковский переулок, 4";7541;37,633616;55,737481;1634;0,002740;37,634393;55,734853
87;"Москва, Вишняковский пер, д.6";" ";" ";" ";"Россия, Москва, Вишняковский переулок, 6";7542;37,632969;55,737430;1634;0,002945;37,634393;55,734853
88;"Москва, Голиковский пер, д.10, стр.1";" ";" ";" ";"Россия, Москва, Голиковский переулок, 10с1";7543;37,626626;55,739305;22;0,002948;37,626287;55,742235
89;"Москва, Голиковский пер, д.10, стр.2";" ";" ";" ";"Россия, Москва, Голиковский переулок, 10с2";7544;37,626753;55,739159;22;0,003111;37,626287;55,742235
90;"Москва, Голиковский пер, д.13";" ";" ";" ";"Россия, Москва, Голиковский переулок, 13";7545;37,627157;55,738748;2030;0,003451;37,623996;55,737363
91;"Москва, Голиковский пер, д.15";" ";" ";" ";"Россия, Москва, Голиковский переулок, 15";7546;37,627632;55,738758;22;0,003727;37,626287;55,742235
92;"Москва, Голиковский пер, д.5";" ";" ";" ";"Россия, Москва, Голиковский переулок, 5";7547;37,627498;55,740101;22;0,002453;37,626287;55,742235
93;"Москва, Голиковский пер, д.7";" ";" ";" ";"Россия, Москва, Голиковский переулок, 7";7548;37,627238;55,739544;22;0,002854;37,626287;55,742235
94;"Москва, Голиковский пер, д.7А";" ";" ";" ";"Россия, Москва, Голиковский переулок, 7а";7549;37,627274;55,739786;22;0,002639;37,626287;55,742235
95;"Москва, Голиковский пер, д.8";" ";" ";" ";"Россия, Москва, Голиковский переулок, 8";7550;37,626779;55,739650;22;0,002630;37,626287;55,742235
96;"Москва, Кадашёвская наб, д.36, стр.1";" ";" ";" ";"Россия, Москва, Кадашевская набережная, 36с1";7551;37,625702;55,745726;558;0,002650;37,626074;55,743102
97;"Москва, Кадашёвская наб, д.36, стр.4";" ";" ";" ";"Россия, Москва, Кадашевская набережная, 36с4";7552;37,626078;55,745366;558;0,002265;37,626074;55,743102
98;"Москва, Климентовский пер, д.2";" ";" ";" ";"Россия, Москва, Климентовский переулок, 2";7553;37,631236;55,741074;22;0,005083;37,626287;55,742235
99;"Москва, Климентовский пер, д.6";" ";" ";" ";"Россия, Москва, Климентовский переулок, 6";7554;37,630239;55,740892;22;0,004173;37,626287;55,742235
100;"Москва, Космодамианская наб, д.28, стр.8";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 28с8";7555;37,642868;55,740901;1632;0,003324;37,639775;55,739686
101;"Москва, Космодамианская наб, д.32-34";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 32-34";7556;37,643129;55,739914;1632;0,003361;37,639775;55,739686
102;"Москва, Космодамианская наб, д.36";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 36";7557;37,643703;55,739249;1632;0,003953;37,639775;55,739686
103;"Москва, Космодамианская наб, д.38, стр.2";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 38с2";7558;37,644332;55,738266;1632;0,004773;37,639775;55,739686
104;"Москва, Космодамианская наб, д.4/22, корп.А";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 4/22ка";7559;37,640487;55,743633;1024;0,003298;37,637190;55,743654
105;"Москва, Космодамианская наб, д.4/22, корп.Б";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 4/22кб";7560;37,639373;55,744404;1024;0,002309;37,637190;55,743654
106;"Москва, Космодамианская наб, д.4/22, корп.В";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 4/22кв";7561;37,638834;55,745063;1024;0,002165;37,637190;55,743654
107;"Москва, Космодамианская наб, д.40-42, стр.3";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 40/42с3";7562;37,643605;55,737293;1632;0,004516;37,639775;55,739686
108;"Москва, Космодамианская наб, д.46-50, стр.1";" ";" ";" ";"Россия, Москва, Космодамианская набережная, 46-50с1";7563;37,644763;55,735828;409;0,005531;37,650251;55,736530
109;"Москва, Лаврушинский пер, д.11, корп.1";" ";" ";" ";"Россия, Москва, Лаврушинский переулок, 11к1";7564;37,621372;55,742153;1493;0,002096;37,621435;55,744250
110;"Москва, Лаврушинский пер, д.11, корп.2";" ";" ";" ";"Россия, Москва, Лаврушинский переулок, 11к1";7565;37,621372;55,742153;1493;0,002096;37,621435;55,744250
111;"Москва, Лаврушинский пер, д.17, стр.1";" ";" ";" ";"Россия, Москва, Лаврушинский переулок, 17с1";7566;37,622449;55,741166;1493;0,003246;37,621435;55,744250
112;"Москва, Малая Ордынка ул, д.11";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 11";7567;37,625954;55,738510;2030;0,002269;37,623996;55,737363
113;"Москва, Малая Ордынка ул, д.13, стр.1";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 13с1";7568;37,625972;55,738291;2030;0,002183;37,623996;55,737363
114;"Москва, Малая Ордынка ул, д.13, стр.1А";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 13с1а";7569;37,625873;55,738049;2030;0,001998;37,623996;55,737363
115;"Москва, Малая Ордынка ул, д.13, стр.3";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 13с3";7570;37,626483;55,738297;2030;0,002657;37,623996;55,737363
116;"Москва, Малая Ордынка ул, д.18, стр.1";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 18с1";7571;37,625351;55,736899;2030;0,001433;37,623996;55,737363
117;"Москва, Малая Ордынка ул, д.18, стр.2";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 18с2";7572;37,625127;55,737035;2030;0,001177;37,623996;55,737363
118;"Москва, Малая Ордынка ул, д.27/5-3, стр.1";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 5/6с1";7573;37,626096;55,739903;22;0,002338;37,626287;55,742235
119;"Москва, Малая Ордынка ул, д.27/5-3-3А, стр.4";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 3";7574;37,626249;55,740415;22;0,001819;37,626287;55,742235
120;"Москва, Малая Ордынка ул, д.29А";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 29а";7575;37,626088;55,733792;1033;0,003863;37,629695;55,735176
121;"Москва, Малая Ордынка ул, д.3";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 3";7576;37,626249;55,740415;22;0,001819;37,626287;55,742235
122;"Москва, Малая Ордынка ул, д.36";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 36";7577;37,625271;55,733649;2030;0,003925;37,623996;55,737363
123;"Москва, Малая Ордынка ул, д.5, стр.3";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 5с3";7578;37,626366;55,739767;22;0,002469;37,626287;55,742235
124;"Москва, Малая Ордынка ул, д.5, стр.7";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 5с3";7579;37,626366;55,739767;22;0,002469;37,626287;55,742235
125;"Москва, Малая Ордынка ул, д.5/6, стр.4";" ";" ";" ";"Россия, Москва, улица Малая Ордынка, 5/6с4";7580;37,626690;55,740036;22;0,002235;37,626287;55,742235
126;"Москва, Малая Полянка ул, д.4/6";" ";" ";" ";"Россия, Москва, улица Малая Полянка, 4/6";7581;37,616718;55,735571;242;0,001971;37,618077;55,737000
127;"Москва, Малая Полянка ул, д.8";" ";" ";" ";"Россия, Москва, улица Малая Полянка, 8";7582;37,616647;55,734668;242;0,002735;37,618077;55,737000
128;"Москва, Малый Толмачёвский пер, д.8, стр.1";" ";" ";" ";"Россия, Москва, Малый Толмачевский переулок, 8с1";7583;37,619028;55,741733;1493;0,003482;37,621435;55,744250
129;"Москва, Новокузнецкая ул, д.13, стр.1";" ";" ";" ";"Россия, Москва, Новокузнецкая улица, 13с1";7584;37,631756;55,737409;1033;0,003040;37,629695;55,735176
130;"Москва, Новокузнецкая ул, д.18, стр.1";" ";" ";" ";"Россия, Москва, Новокузнецкая улица, 18с1";7585;37,630875;55,736990;1033;0,002164;37,629695;55,735176
131;"Москва, Новокузнецкая ул, д.20/21-19, стр.5";" ";" ";" ";"Россия, Москва, Новокузнецкая улица, 23а";7586;37,632259;55,736138;1634;0,002490;37,634393;55,734853
132;"Москва, Новокузнецкая ул, д.3";" ";" ";" ";"Россия, Москва, Новокузнецкая улица, 3";7587;37,630185;55,739964;22;0,004510;37,626287;55,742235
133;"Москва, Новокузнецкая ул, д.4/12, стр.1";" ";" ";" ";"Россия, Москва, Новокузнецкая улица, 4/12с1";7588;37,629340;55,739103;1033;0,003943;37,629695;55,735176
134;"Москва, Новокузнецкая ул, д.4/12, стр.2";" ";" ";" ";"Россия, Москва, Новокузнецкая улица, 4/12с2";7589;37,629411;55,739590;22;0,004094;37,626287;55,742235
135;"Москва, Новокузнецкая ул, д.6";" ";" ";" ";"Россия, Москва, Новокузнецкая улица, 6";7590;37,629888;55,738464;1033;0,003294;37,629695;55,735176
136;"Москва, Овчинниковская наб, д.18/1, стр.1";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 18/1с1";7591;37,632591;55,743857;1024;0,004602;37,637190;55,743654
137;"Москва, Овчинниковская наб, д.18/1, стр.2";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 18/1с1";7592;37,632591;55,743857;1024;0,004602;37,637190;55,743654
138;"Москва, Овчинниковская наб, д.18/1, стр.4";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 18/1с4";7593;37,631568;55,745036;1024;0,005789;37,637190;55,743654
139;"Москва, Овчинниковская наб, д.18/1, стр.4А";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 18/1с4а";7594;37,633014;55,744368;1024;0,004236;37,637190;55,743654
140;"Москва, Овчинниковская наб, д.18/1, стр.5";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 18/1с5";7595;37,632474;55,744951;1024;0,004890;37,637190;55,743654
141;"Москва, Овчинниковская наб, д.18/1, стр.8";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 18/1с8";7596;37,632565;55,744119;1024;0,004648;37,637190;55,743654
142;"Москва, Овчинниковская наб, д.22/24, стр.1";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 22/24с1";7597;37,633733;55,743496;1024;0,003460;37,637190;55,743654
143;"Москва, Овчинниковская наб, д.22/24, стр.2";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 22/24с2";7598;37,634883;55,743415;1024;0,002319;37,637190;55,743654
144;"Москва, Овчинниковская наб, д.8, стр.1";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 8с1";7599;37,628459;55,745240;558;0,003203;37,626074;55,743102
145;"Москва, Овчинниковская наб, д.8, стр.2";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 8с2";7600;37,628855;55,745245;558;0,003510;37,626074;55,743102
146;"Москва, Овчинниковская наб, д.8, стр.5";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 8с3";7601;37,628954;55,745092;558;0,003501;37,626074;55,743102
147;"Москва, Овчинниковская наб, д.8, стр.7";" ";" ";" ";"Россия, Москва, Овчинниковская набережная, 8с3";7602;37,628954;55,745092;558;0,003501;37,626074;55,743102
148;"Москва, Озерковская наб, д.16/2, стр.1";" ";" ";" ";"Россия, Москва, Озерковская набережная, 16/2с1";7603;37,637424;55,741247;1024;0,002418;37,637190;55,743654
149;"Москва, Озерковская наб, д.2/1";" ";" ";" ";"Россия, Москва, Озерковская набережная, 2/1";7604;37,636005;55,742680;1024;0,001532;37,637190;55,743654
150;"Москва, Озерковская наб, д.26";" ";" ";" ";"Россия, Москва, Озерковская набережная, 26";7605;37,638198;55,739387;1632;0,001605;37,639775;55,739686
151;"Москва, Озерковская наб, д.38-40";" ";" ";" ";"Россия, Москва, Озерковская набережная, 38-40";7606;37,638367;55,737192;1632;0,002862;37,639775;55,739686
152;"Москва, Озерковская наб, д.44";" ";" ";" ";"Россия, Москва, Озерковская набережная, 44";7607;37,639122;55,736441;1632;0,003308;37,639775;55,739686
153;"Москва, Озерковская наб, д.46";" ";" ";" ";"Россия, Москва, Озерковская набережная, 46";7608;37,639185;55,735925;1632;0,003806;37,639775;55,739686
